집계월,시도,시군구,나이,1종소계,2종소계,2종 원자
2024-12-31,서울,서울 중구,78,120,152,6
2024-12-31,서울,서울 중구,79,94,130,5
2024-12-31,서울,서울 중구,80,88,123,6
2024-12-31,서울,서울 중구,81,53,96,2
2024-12-31,서울,서울 중구,82,47,104,10
2024-12-31,서울,서울 중구,83,54,64,4
2024-12-31,서울,서울 중구,84,41,66,2
2024-12-31,서울,서울 중구,85,17,52,2
2024-12-31,서울,서울 중구,86,16,43,3
2024-12-31,서울,서울 중구,87,7,41,1
2024-12-31,서울,서울 중구,88,11,25,1
2024-12-31,서울,서울 중구,89,8,23,0
2024-12-31,서울,서울 중구,90,3,13,1
2024-12-31,서울,서울 중구,91,3,20,0
2024-12-31,서울,서울 중구,92,0,11,0
2024-12-31,서울,서울 중구,93,1,10,0
2024-12-31,서울,서울 중구,94,1,5,0
2024-12-31,서울,서울 중구,95,1,7,0
2024-12-31,서울,서울 중구,96,2,4,0
2024-12-31,서울,서울 중구,97,1,6,0
2024-12-31,서울,서울 중구,98,2,2,0
2024-12-31,서울,서울 중구,99,1,10,0
2024-12-31,서울,서울 중랑,16,0,11,11
2024-12-31,서울,서울 중랑,17,0,35,35
2024-12-31,서울,서울 중랑,18,68,108,25
2024-12-31,서울,서울 중랑,19,277,445,12
2024-12-31,서울,서울 중랑,20,456,660,16
2024-12-31,서울,서울 중랑,21,565,840,14
2024-12-31,서울,서울 중랑,22,647,1116,15
2024-12-31,서울,서울 중랑,23,873,1527,20
2024-12-31,서울,서울 중랑,24,1111,2022,30
2024-12-31,서울,서울 중랑,25,1196,2185,26
2024-12-31,서울,서울 중랑,26,1301,2481,19
2024-12-31,서울,서울 중랑,27,1553,2960,24
2024-12-31,서울,서울 중랑,28,1676,3062,30
2024-12-31,서울,서울 중랑,29,2082,3229,28
2024-12-31,서울,서울 중랑,30,2242,3287,25
2024-12-31,서울,서울 중랑,31,2374,3205,24
2024-12-31,서울,서울 중랑,32,2633,3021,20
2024-12-31,서울,서울 중랑,33,2525,2880,23
2024-12-31,서울,서울 중랑,34,2457,2467,16
2024-12-31,서울,서울 중랑,35,2373,2384,16
2024-12-31,서울,서울 중랑,36,2441,2138,18
2024-12-31,서울,서울 중랑,37,2319,2089,12
2024-12-31,서울,서울 중랑,38,2482,1903,12
2024-12-31,서울,서울 중랑,39,2557,1805,10
2024-12-31,서울,서울 중랑,40,2623,1727,14
2024-12-31,서울,서울 중랑,41,2739,1758,11
2024-12-31,서울,서울 중랑,42,3088,1877,9
2024-12-31,서울,서울 중랑,43,3151,1751,14
2024-12-31,서울,서울 중랑,44,3190,1730,16
2024-12-31,서울,서울 중랑,45,3050,1650,17
2024-12-31,서울,서울 중랑,46,2582,1379,17
2024-12-31,서울,서울 중랑,47,2845,1482,6
2024-12-31,서울,서울 중랑,48,2723,1349,16
2024-12-31,서울,서울 중랑,49,2762,1481,14
2024-12-31,서울,서울 중랑,50,2983,1635,22
2024-12-31,서울,서울 중랑,51,3178,1727,19
2024-12-31,서울,서울 중랑,52,3225,1726,19
2024-12-31,서울,서울 중랑,53,3627,1766,26
2024-12-31,서울,서울 중랑,54,3429,1764,20
2024-12-31,서울,서울 중랑,55,3458,1799,33
2024-12-31,서울,서울 중랑,56,3542,1722,33
2024-12-31,서울,서울 중랑,57,3330,1628,24
2024-12-31,서울,서울 중랑,58,3184,1523,38
2024-12-31,서울,서울 중랑,59,3250,1515,39
2024-12-31,서울,서울 중랑,60,3165,1599,38
2024-12-31,서울,서울 중랑,61,3019,1397,36
2024-12-31,서울,서울 중랑,62,3359,1559,37
2024-12-31,서울,서울 중랑,63,3444,1654,46
2024-12-31,서울,서울 중랑,64,3397,1488,49
2024-12-31,서울,서울 중랑,65,3155,1412,37
2024-12-31,서울,서울 중랑,66,2767,1342,40
2024-12-31,서울,서울 중랑,67,2684,1212,32
2024-12-31,서울,서울 중랑,68,2493,1078,36
2024-12-31,서울,서울 중랑,69,2413,1048,41
2024-12-31,서울,서울 중랑,70,2065,888,39
2024-12-31,서울,서울 중랑,71,1618,685,36
2024-12-31,서울,서울 중랑,72,1598,708,33
2024-12-31,서울,서울 중랑,73,1032,471,32
2024-12-31,서울,서울 중랑,74,1074,471,30
2024-12-31,서울,서울 중랑,75,867,438,30
2024-12-31,서울,서울 중랑,76,774,427,21
2024-12-31,서울,서울 중랑,77,665,416,20
2024-12-31,서울,서울 중랑,78,475,309,13
2024-12-31,서울,서울 중랑,79,327,236,11
2024-12-31,서울,서울 중랑,80,267,216,16
2024-12-31,서울,서울 중랑,81,243,208,17
2024-12-31,서울,서울 중랑,82,217,204,13
2024-12-31,서울,서울 중랑,83,152,156,12
2024-12-31,서울,서울 중랑,84,88,96,9
2024-12-31,서울,서울 중랑,85,62,89,3
2024-12-31,서울,서울 중랑,86,52,83,6
2024-12-31,서울,서울 중랑,87,24,68,7
2024-12-31,서울,서울 중랑,88,27,40,3
2024-12-31,서울,서울 중랑,89,14,29,2
2024-12-31,서울,서울 중랑,90,9,25,1
2024-12-31,서울,서울 중랑,91,5,18,2
2024-12-31,서울,서울 중랑,92,4,13,1
2024-12-31,서울,서울 중랑,93,1,7,0
2024-12-31,서울,서울 중랑,94,2,7,1
2024-12-31,서울,서울 중랑,95,3,6,0
2024-12-31,서울,서울 중랑,96,0,6,0
2024-12-31,서울,서울 중랑,97,1,1,0
2024-12-31,서울,서울 중랑,98,0,3,1
2024-12-31,서울,서울 중랑,99,8,7,1
